section_id,section_name,section_description,question_id,question_text,required,expected_type,enabled
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q2,"Explain how thermodynamic tables are organized (e.g., saturated vs superheated/compressed regions) and what inputs you typically need to use them.",true,string,true
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q3,"Using Appendix-style tables (water or a refrigerant), describe how you would determine quality given two independent properties in the two-phase region.",true,string,true
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q4,"★ A throttling (expansion) device is modeled as steady, adiabatic, negligible KE/PE. Explain why h_in ≈ h_out, then describe how you'd use tables to find the exit state and then assess entropy generation qualitatively.",true,string,true
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q5,Describe when interpolation is needed in tables and why it is valid (within limits).,true,string,true
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q6,"Explain how you would extract properties for a superheated vapor state given (P, T), and which properties you can directly read.",true,string,true
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q7,"★ Compare property evaluation for water vs R134a when analyzing a refrigeration cycle component: what is common, what differs, and how do the appendices support both?",true,string,true
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q8,"Define what ""state has a unique set of properties"" means operationally when using tables (two independent properties idea).",true,string,true
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q9,Explain the role of critical properties and triple point data in appendices: what decisions do they support in modeling/validation?,true,string,true
SEC4,Thermodynamic Tables and Property Retrieval,,S4Q10,"★ Construct a coherent explanation for why table-based property lookup is foundational to both (i) first-law energy accounting and (ii) second-law entropy accounting, using examples of at least one closed system and one control volume.",true,string,true
SEC5,Ideal Gas Modeling and Property Relations,Ideal gas equation of state specific heats and property calculations,S5Q1,"★ Describe a scenario where you would model a working fluid as an ideal gas in one part of a system but require real-fluid tables elsewhere; justify the modeling switch and its impact on energy/entropy calculations.",true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q2,"State the ideal gas equation of state and explain what ""equation of state"" means in this context.",true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q3,Explain the physical meaning of the gas constant (R) and how it relates to units and state variables.,true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q4,"★ Connect the ideal-gas EOS to the definitions of specific volume/density, and then show how those link into the control-volume continuity equation for steady flow.",true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q5,Define constant-pressure and constant-volume specific heats conceptually and explain what they quantify.,true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q6,"Explain the relationship between k = cp/cv, R, cp, and cv (conceptual and/or algebraic).",true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q7,"★ A steady-flow device experiences measurable temperature change across it. Explain how you would estimate Δh (ideal gas with constant cp approximation) and then discuss what the second law suggests about irreversibility depending on device type.",true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q8,"Explain why ""ideal gas"" is a model and identify conditions where it becomes less accurate (conceptually).",true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q9,Describe how absolute temperature is used in gas relations and why Celsius/Fahrenheit are not appropriate in certain equations.,true,string,true
SEC5,Ideal Gas Modeling and Property Relations,,S5Q10,"★ Compare how you'd compute energy changes for (i) a closed-system ideal-gas process and (ii) a steady-flow ideal-gas process, emphasizing which property (u or h) is most convenient and why.",true,string,true
SEC6,Real Gases and Compressibility Factor,Deviations from ideal gas behavior and compressibility factor corrections,S6Q1,"★ Explain how the compressibility factor (Z) modifies the ideal-gas EOS, and describe how errors in Z propagate into calculated work/heat estimates in a first-law analysis.",true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q2,Define real gas behavior and list the key physical reasons real gases deviate from ideality (conceptual).,true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q3,Describe what Z represents physically and what Z ≈ 1 implies.,true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q4,"★ Build a coherent decision rule: given a gas at certain P and T, decide whether to use ideal-gas relations, Z-corrected relations, or tables; then explain how that choice affects entropy calculations.",true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q5,Explain how real-gas effects can influence density/specific volume calculations in flow problems.,true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q6,Describe how state and equation of state concepts extend from ideal to real gases.,true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q7,"★ A nozzle accelerates a high-pressure gas to high velocity. Explain why density modeling (ideal vs real gas) matters, and connect it to steady-flow energy terms (KE change) and irreversibility sources.",true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q8,Compare the use of tables for real fluids (like refrigerants) vs compressibility factor approaches for gases (conceptual comparison).,true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q9,Explain how critical properties (appendix concept) relate to expected real-gas behavior near the critical region.,true,string,true
SEC6,Real Gases and Compressibility Factor,,S6Q10,"★ Propose a cohesive explanation for why ""real gas modeling"" is not just a property issue but also a device-performance issue (turbines/compressors/nozzles), linking to both first-law and second-law viewpoints.",true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,Energy balance for closed systems including heat transfer and boundary work,S7Q1,"★ For a closed system undergoing a process, explain how you would determine ΔU using tables or specific heats, compute boundary work from a P-V path, and then assess whether the process could be reversible based on entropy considerations.",true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q2,Distinguish heat transfer vs work as boundary phenomena; explain why neither is a property.,true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q3,State the closed-system first-law relation conceptually and list the major energy forms considered in the text.,true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q4,"★ Explain (with a coherent narrative) how internal energy depends primarily on temperature for many substances, how that enables simplified calculations, and where that simplification breaks down.",true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q5,"Explain boundary work as the area under the process curve on P-V (or p-v) diagrams, and what information is required to compute it.",true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q6,Describe what an adiabatic closed-system process implies for the energy balance and what it does not guarantee about reversibility.,true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q7,"★ Compare a polytropic compression/expansion model to an isothermal model in terms of work and heat transfer, then connect expected irreversibility to entropy generation.",true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q8,Explain the conceptual difference between total energy and internal energy and when KE/PE can be neglected.,true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q9,"Describe the purpose of ""key equations"" sections and how you'd use them to structure a solution.",true,string,true
SEC7,First Law for Closed Systems Heat Work and Energy Accounting,,S7Q10,"★ Construct a full problem-setup checklist for a closed-system first-law problem: system definition, property evaluation method (tables vs ideal-gas heat capacities), process path characterization, work/heat sign conventions, and sanity checks.",true,string,true
SEC8,Control Volumes Continuity and Energy Equation,Mass and energy balances for open systems with steady flow emphasis,S8Q1,"★ For a generic steady-flow device, show how you would simplify the general control-volume energy equation using appropriate assumptions, then explain how you would detect missing terms (KE/PE/work/heat) by inspecting the physical device.",true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q2,"State the meaning of the continuity equation for control volumes and explain what ""steady flow"" implies.",true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q3,"Explain the three mechanisms of energy transfer for a control volume: heat, work, and mass transfer.",true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q4,"★ Explain why enthalpy naturally appears in the steady-flow energy equation, linking it to flow work and internal energy.",true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q5,Define mass flow rate and volume flow rate and explain how velocity and area enter these relations.,true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q6,Describe when KE and PE terms in the steady-flow energy equation are important (give device examples).,true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q7,"★ Compare a steady-flow turbine and a steady-flow compressor in terms of signs/directions of work and expected property changes; then explain how the second law constrains ideal performance.",true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q8,"Explain what ""steady-state, steady-flow (SSSF)"" means and why it is a common engineering approximation.",true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q9,Describe how you would choose and draw a control volume for a device with multiple inlets/outlets.,true,string,true
SEC8,Control Volumes Continuity and Energy Equation,,S8Q10,"★ Build a coherent ""solution template"" for control-volume problems that includes: control-volume sketch, assumptions, continuity, energy equation, property retrieval strategy (tables/ideal gas), and interpretation of results.",true,string,true
SEC9,Steady-Flow Devices Analysis,Analysis of turbines compressors nozzles valves heat exchangers and mixing chambers,S9Q1,"★ For each of the following devices—turbine, compressor, nozzle/diffuser, throttling valve, heat exchanger, mixing chamber—state the standard simplifying assumptions, then explain how violating one assumption changes the energy balance.",true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q2,Explain the energy-conversion role of a turbine and what typical trends in P and T are expected across it.,true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q3,Explain the purpose of a compressor and how its work input relates to fluid enthalpy changes (conceptual).,true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q4,"★ Explain throttling in an expansion valve: why work is negligible, why it is often modeled as adiabatic, what happens to h, and why entropy generation is expected.",true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q5,Describe the main energy transformation in a nozzle and in a diffuser and which energy term (KE) dominates.,true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q6,"Explain what makes a heat exchanger different from devices with shaft work, and how you'd set up control volumes for each stream.",true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q7,"★ A mixing chamber combines two inlet streams into one outlet. Describe the mass/energy balance setup, then explain how you'd reason about the sign of entropy generation in real mixing.",true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q8,"Explain why ""derived equations"" for devices must be checked against assumptions before use.",true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q9,Describe how pipes/ducts are treated in steady-flow analysis and what effects might be neglected or included depending on the problem framing.,true,string,true
SEC9,Steady-Flow Devices Analysis,,S9Q10,"★ Design a cohesive, step-wise plan for analyzing a complete steady-flow subsystem (e.g., compressor → heat exchanger → expansion valve) including property lookup, energy balances per device, and second-law checks for irreversibility hotspots.",true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,Second law principles heat engines refrigerators and entropy analysis,S10Q1,"★ Explain how the Kelvin-Planck and Clausius statements rule out ""perfect"" heat-to-work conversion and spontaneous heat flow direction reversal, then connect those statements to entropy generation.",true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q2,"Define heat engine, and identify the roles of heat source, heat sink, net work, and waste heat.",true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q3,"Define refrigerator and heat pump, and explain what COP represents conceptually.",true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q4,"★ For a Carnot cycle, explain why it provides a theoretical performance limit, then describe what ""reversible"" means operationally and how entropy generation alters attainable performance.",true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q5,Explain the difference between a reversible and irreversible process and list common sources of irreversibility.,true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q6,"State the entropy relation form that includes entropy generation, and explain the meaning of the inequality for real processes.",true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q7,"★ Build a coherent entropy-balance approach for (i) a closed system undergoing heating/cooling and (ii) a steady-flow control volume; highlight what changes and what stays the same.",true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q8,"Explain how the text uses the ""universe as an isolated system"" idea to interpret the direction of real processes.",true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q9,Describe how you would determine the specific entropy of a state using tables and what inputs are typically required.,true,string,true
SEC10,Second Law Carnot Limits and Entropy Methods,,S10Q10,"★ Provide a structured method to evaluate a real device's ""distance from ideal"" using both laws: first-law performance metric (work/heat/Δh) plus second-law metric (entropy generation), including what data you would need from appendices/tables.",true,string,true
